;oil_urals;gdp_quart;gdp_quart_growth;cpi;ppi;gdp_deflator;balance_trade;balance_trade_growth;usdrub;eurrub;brent;net_capital_export;gdp_annual;gdp_annual_growth;average_provision_of_build_contract;average_provision_of_build_contract_moscow;rts;micex;micex_rgbi_tr;micex_cbi_tr;deposits_value;deposits_growth;deposits_rate;mortgage_value;mortgage_growth;mortgage_rate;grp;grp_growth;income_per_cap;real_dispos_income_per_cap_growth;salary;salary_growth;fixed_basket;retail_trade_turnover;retail_trade_turnover_per_cap;retail_trade_turnover_growth;labor_force;unemployment;employment;invest_fixed_capital_per_cap;invest_fixed_assets;profitable_enterpr_share;unprofitable_enterpr_share;share_own_revenues;overdue_wages_per_cap;fin_res_per_cap;marriages_per_1000_cap;divorce_rate;construction_value;invest_fixed_assets_phys;pop_natural_increase;pop_migration;pop_total_inc;childbirth;mortality;housing_fund_sqm;lodging_sqm_per_cap;water_pipes_share;baths_share;sewerage_share;gas_share;hot_water_share;electric_stove_share;heating_share;old_house_share;average_life_exp;infant_mortarity_per_1000_cap;perinatal_mort_per_1000_cap;incidence_population;rent_price_4+room_bus;rent_price_3room_bus;rent_price_2room_bus;rent_price_1room_bus;rent_price_3room_eco;rent_price_2room_eco;rent_price_1room_eco;load_of_teachers_preschool_per_teacher;load_of_teachers_school_per_teacher;students_state_oneshift;provision_doctors;provision_nurse;load_on_doctors;power_clinics;hospital_beds_available_per_cap;hospital_bed_occupancy_per_year;provision_retail_space_sqm;provision_retail_space_modern_sqm;turnover_catering_per_cap;theaters_viewers_per_1000_cap;seats_theather_rfmin_per_100000_cap;museum_visitis_per_100_cap;bandwidth_sports;population_reg_sports_share;students_reg_sports_share;apartment_build;apartment_fund_sqm
pop_total_inc;-0.514469347;-0.404644965;0.175546999;-0.461023962;-0.54219801;0.406638765;-0.395364218;-0.368401635;-0.231656285;-0.36282789;-0.513286086;-0.37806274;-0.361139496;-0.716441528;-0.5440395;-0.014715848;-0.064609198;-0.358297421;0.41633871;-0.426799117;-0.406098418;0.120268872;0.225759742;-0.281700309;-0.590278302;0.712563797;-0.528977923;-0.643321042;-0.117713966;0.630444252;-0.48387179;-0.485539008;-0.467099903;-0.486692801;-0.518446979;0.153316934;-0.528609594;0.285997411;-0.618603863;-0.31533127;-0.313677751;0.453338464;-0.453338464;0.493188318;-0.489292216;0.43670842;-0.768573857;0.380145596;-0.259381806;-0.06780449;-0.62789889;0.984122708;1;-0.206516202;0.774148034;-0.211818835;-0.118799947;0.103085623;0.103085623;0.119501289;0.641707427;0.112559437;-0.427263161;0.103085623;-0.103085623;-0.706150469;0.216577731;0.122876738;0.022607188;-0.16193781;-0.263710586;-0.123384545;-0.127114065;-0.1834608;-0.074863046;-0.056333906;-0.355513215;-0.481063657;0.919052551;-0.744291723;0.342792293;0.075802031;-0.334746323;0.032834996;-0.090635642;1;1;-0.366275138;-0.255944897;-0.858981523;-0.445920598;-0.04264547;0.12342315;0.031377234;-0.141053357;-0.173480003
childbirth;-0.238025131;0.880010064;-0.716294867;0.858654882;0.896162357;0.925856033;0.055495746;0.359963275;0.646617429;0.625437331;-0.246930293;-0.651744186;0.967587296;0.459067037;0.750001104;0.359661169;-0.698619851;0.152001915;-0.436951594;0.882648162;0.907532062;-0.134609909;0.668376898;0.46303726;-0.887454876;0.085411216;0.866803393;-0.959099695;0.362952823;-0.374684266;0.905281761;-0.894788437;0.862731953;0.891850597;0.87216386;-0.745840712;0.909854768;-0.106935128;0.84938402;0.958277417;0.958288857;-0.682921815;0.682921815;0.480164731;0.701345681;-0.436123842;-0.350845463;-0.751864106;0.824312437;0.489462357;0.83414648;-0.367280405;-0.206516202;1;-0.586527361;0.991618016;0.9910091;-0.99318575;-0.99318575;-0.996042423;-0.662325468;-0.991709685;-0.566007132;-0.99318575;0.99318575;0.831447945;0.638811606;0.869991315;-0.630519711;0.294617964;0.679630781;0.727994188;0.444350777;0.771959756;0.305509293;0.249395484;0.94473796;0.906889662;0.486403436;0.670372893;-0.831171204;-0.281294623;-0.644552782;-0.576075097;-0.700313534;1;-1;0.949819617;0.945946338;0.644106905;0.855727824;0.776081792;0.636004224;0.820000751;0.987788865;0.316901493
mortality;-0.373185742;-0.627915082;0.282410242;-0.461297941;-0.618624472;0.244622875;-0.414370938;-0.251441397;-0.141943506;-0.186138581;-0.364629493;-0.336718859;-0.641578546;-0.932685168;-0.7807421;0.537164666;0.107371797;-0.168640695;0.10329493;-0.578493418;-0.56698097;0.113071044;0.435870481;-0.394965609;-0.273076159;0.482301622;-0.800226205;-0.388405265;-0.234857497;0.356266171;-0.642510282;-0.761729792;-0.492098442;-0.703091154;-0.724895594;0.194659155;-0.704462805;0.2961316;-0.709907972;-0.634127218;-0.625680484;0.53775824;-0.53775824;0.184720875;-0.906352085;0.369826947;-0.322549391;0.551207518;-0.536517304;-0.34123287;-0.935960609;0.870187937;0.774148034;-0.586527361;1;-0.658050927;-0.61988774;0.581788971;0.581788971;0.612450368;0.781056056;0.590514653;0.103699571;0.581788971;-0.581788971;-0.874391832;-0.340801867;-0.406320515;0.197010269;0.121454618;-0.114198639;-0.223660699;-0.32466399;-0.422979754;-0.146706387;-0.118597232;-0.852642172;-0.502270435;0.313046062;-0.972282278;0.326654113;-0.22154049;-0.032388965;0.451439644;0.317110827;1;1;-0.6116846;-0.820629185;-0.843229003;-0.921844186;0.267030332;-0.538996773;-0.608344422;-0.617216524;0.954929683
housing_fund_sqm;0.414190817;0.874461245;-0.666568539;0.875445966;0.880555866;0.946841588;0.415069319;0.319876252;0.479205949;0.435529108;0.388122834;-0.49479547;0.977339542;0.535091133;0.785161566;-0.106204475;-0.560989987;-0.301869632;-0.109965906;0.898921842;0.913629298;-0.147623817;0.482471021;0.572920444;-0.889980009;-0.361333287;0.906507992;-0.921581013;0.310083287;-0.387968689;0.903829513;-0.770012427;0.870122242;0.913424122;0.898186899;-0.935282228;0.916060484;-0.308155896;0.849699025;0.978053997;0.976825245;-0.759737365;0.759737365;0.550542741;0.707931955;-0.537028903;-0.295115534;-0.687269571;0.889418794;0.373637573;0.837312159;-0.369073265;-0.211818835;0.991618016;-0.658050927;1;0.969135991;-0.988860622;-0.988860622;-0.985619277;-0.728340284;-0.993806214;-0.479781404;-0.988860622;0.988860622;0.811232647;0.549458277;0.811035743;-0.717530467;0.04896319;0.612266186;0.733970405;0.71057331;0.7679009;0.330670607;0.317429958;0.932950168;0.894662728;0.286234538;0.629696143;-0.777847389;0.365476001;-0.70099629;-0.702479357;-0.805302299;1;-1;0.961884072;0.95424531;0.491797223;0.863609156;0.721012607;0.756320135;0.870397287;0.997039337;-0.271548776
lodging_sqm_per_cap;0.475169281;0.794024764;-0.499329978;0.747490687;0.80496621;0.788902537;0.401811666;0.297906368;0.350353963;0.270642252;0.44756971;-0.497782437;0.902878009;0.578079068;0.73266989;-0.030776992;-0.468351511;-0.290193875;0.004628133;0.784354359;0.80036441;-0.110327578;0.431758163;0.497302754;-0.798673003;-0.381483818;0.793687598;-0.955747852;0.273633295;-0.303303118;0.779696558;-0.834784776;0.736104707;0.79541965;0.77555603;-0.963548247;0.811967488;-0.467256179;0.732415331;0.897843592;0.894897562;-0.583841885;0.583841885;0.465656125;0.66385589;-0.318886948;-0.458299965;-0.766609405;0.752485693;0.573344201;0.809919281;-0.284603882;-0.118799947;0.9910091;-0.61988774;0.969135991;1;-0.989269871;-0.989269871;-0.995982482;-0.559978011;-0.982262302;-0.671130276;-0.989269871;0.989269871;0.718119088;0.730740635;0.927430271;-0.558957447;-0.066029354;0.453303552;0.567266775;0.559784798;0.630999489;0.284035171;0.272459481;0.923334682;0.804994396;0.536966799;0.643993159;-0.665829195;0.460075794;-0.626156309;-0.430240152;-0.569370884;1;-1;0.867863927;0.919599918;0.500594787;0.816289369;0.459477724;0.504351229;0.789343269;0.97088278;-0.089840167
water_pipes_share;-0.395170896;-0.821177513;0.582783742;-0.803210713;-0.821930596;-0.879624559;-0.384293132;-0.295423083;-0.430310142;-0.35950265;-0.369012314;0.503232917;-0.934975977;-0.495565795;-0.733951996;0.064127871;0.549108189;0.335331301;0.057368723;-0.832513372;-0.851017744;0.128538165;-0.465864066;-0.532742913;0.849525904;0.321543499;-0.834519768;0.959099695;-0.288084509;0.343533702;-0.831438195;0.827652838;-0.794491354;-0.844849268;-0.824794877;0.962235838;-0.853076519;0.373815329;-0.777559003;-0.937914066;-0.936297255;0.675676766;-0.675676766;-0.568893266;-0.640060927;0.434258481;0.427972204;0.720661027;-0.832460839;-0.461979278;-0.783608487;0.265389069;0.103085623;-0.99318575;0.581788971;-0.988860622;-0.989269871;1;1;0.997893707;0.61838494;0.998513807;0.594424177;1;-1;-0.726886782;-0.638864799;-0.883115619;0.673969387;-0.005163208;-0.542075101;-0.660604246;-0.644800004;-0.695714849;-0.311240565;-0.301046338;-0.895572149;-0.850156475;-0.403397634;-0.5799954;0.741876969;-0.381029392;0.720276488;0.576075097;0.700313534;-1;0;-0.91415219;-0.908273513;-0.438322321;-0.793710349;-0.603174835;-0.636004224;-0.817162673;-0.991938677;0.162239858
baths_share;-0.395170896;-0.821177513;0.582783742;-0.803210713;-0.821930596;-0.879624559;-0.384293132;-0.295423083;-0.430310142;-0.35950265;-0.369012314;0.503232917;-0.934975977;-0.495565795;-0.733951996;0.064127871;0.549108189;0.335331301;0.057368723;-0.832513372;-0.851017744;0.128538165;-0.465864066;-0.532742913;0.849525904;0.321543499;-0.834519768;0.959099695;-0.288084509;0.343533702;-0.831438195;0.827652838;-0.794491354;-0.844849268;-0.824794877;0.962235838;-0.853076519;0.373815329;-0.777559003;-0.937914066;-0.936297255;0.675676766;-0.675676766;-0.568893266;-0.640060927;0.434258481;0.427972204;0.720661027;-0.832460839;-0.461979278;-0.783608487;0.265389069;0.103085623;-0.99318575;0.581788971;-0.988860622;-0.989269871;1;1;0.997893707;0.61838494;0.998513807;0.594424177;1;-1;-0.726886782;-0.638864799;-0.883115619;0.673969387;-0.005163208;-0.542075101;-0.660604246;-0.644800004;-0.695714849;-0.311240565;-0.301046338;-0.895572149;-0.850156475;-0.403397634;-0.5799954;0.741876969;-0.381029392;0.720276488;0.576075097;0.700313534;-1;0;-0.91415219;-0.908273513;-0.438322321;-0.793710349;-0.603174835;-0.636004224;-0.817162673;-0.991938677;0.162239858
sewerage_share;-0.436678969;-0.818319296;0.562461159;-0.789522774;-0.823847581;-0.853649364;-0.396773979;-0.296565378;-0.39804657;-0.326458528;-0.409438139;0.50361201;-0.929949345;-0.540394241;-0.7419847;0.058892291;0.514147039;0.312385131;0.027023288;-0.823139215;-0.839764323;0.122080048;-0.454046615;-0.523017248;0.842374284;0.351530329;-0.828194161;0.953767921;-0.286722962;0.31963897;-0.820261691;0.818637342;-0.780658441;-0.833782991;-0.814275299;0.959796879;-0.843750277;0.401185177;-0.765389072;-0.928940417;-0.926715631;0.644368486;-0.644368486;-0.524135542;-0.668971134;0.393455508;0.428896361;0.73232516;-0.806552738;-0.499760313;-0.806497397;0.284413305;0.119501289;-0.996042423;0.612450368;-0.985619277;-0.995982482;0.997893707;0.997893707;1;0.608867029;0.995073351;0.619832868;0.997893707;-0.997893707;-0.736749952;-0.675667743;-0.897977167;0.628676099;0.025618946;-0.507229233;-0.628132024;-0.6144657;-0.67760883;-0.300050635;-0.288562805;-0.914824534;-0.833632263;-0.461211612;-0.617593915;0.707556064;-0.428255595;0.677305034;0.529356318;0.657199368;-1;1;-0.902310267;-0.923442313;-0.471099223;-0.817364516;-0.554381533;-0.598891134;-0.819710989;-0.988085332;0.160254065
gas_share;-0.349491635;-0.812292793;0.820761373;-0.922293387;-0.857238968;-0.741152392;-0.414445857;-0.324472607;-0.565685492;-0.660846303;-0.332781488;0.156709589;-0.856819697;-0.52504532;-0.76381804;0.254971721;0.448589191;0.0580583;0.339074395;-0.915151728;-0.909098644;0.190233876;-0.289628991;-0.576732113;0.567056273;0.419546053;-0.946166609;0.195517651;-0.309594074;0.491600621;-0.948040339;0.039185531;-0.941025859;-0.937623778;-0.949284679;0.51433499;-0.914792613;-0.093164886;-0.915382523;-0.848735466;-0.849983947;0.915563297;-0.915563297;-0.303176641;-0.769975741;0.854760083;-0.412996638;0.316999083;-0.873276072;0.163067598;-0.8023767;0.722612892;0.641707427;-0.662325468;0.781056056;-0.728340284;-0.559978011;0.61838494;0.61838494;0.608867029;1;0.651299833;-0.214791863;0.61838494;-0.61838494;-0.931382433;0.05783817;-0.211672694;0.70466619;-0.257623834;-0.687303178;-0.761355919;-0.711902999;-0.765571095;-0.277290077;-0.256326599;-0.75393686;-0.822198171;0.519200897;-0.639132862;0.713911479;-0.142357083;0.403554832;0.954075101;0.886973264;1;1;-0.874903419;-0.81695857;-0.570052344;-0.906816937;-0.921754191;-0.93597912;-0.812066154;-0.697942059;0.648423441
hot_water_share;-0.384489167;-0.833846233;0.621737534;-0.825342261;-0.833191716;-0.907842459;-0.384543276;-0.291669111;-0.448161276;-0.384709528;-0.358100944;0.502309099;-0.948702913;-0.486798887;-0.741526629;0.084578176;0.562885169;0.337852623;0.064057142;-0.854796964;-0.872442458;0.133643395;-0.471536752;-0.545166115;0.873116552;0.310804839;-0.854740199;0.942033525;-0.29689665;0.33776116;-0.854002493;0.796839826;-0.819230196;-0.865311836;-0.846073513;0.949073147;-0.868446175;0.327754871;-0.792417871;-0.952674867;-0.951317245;0.703891782;-0.703891782;-0.588407103;-0.659474281;0.470813111;0.39926007;0.690312182;-0.857644427;-0.416072257;-0.789270746;0.274647165;0.112559437;-0.991709685;0.590514653;-0.993806214;-0.982262302;0.998513807;0.998513807;0.995073351;0.651299833;1;0.560617209;0.998513807;-0.998513807;-0.744237959;-0.608863635;-0.859379146;0.701745032;-0.019639633;-0.559778845;-0.685253884;-0.665515767;-0.717122695;-0.314232382;-0.303345392;-0.896497067;-0.857546478;-0.373388391;-0.57594035;0.749983658;-0.3820645;0.732653104;0.623350978;0.738693678;-1;0;-0.930088558;-0.918725293;-0.428781196;-0.80754486;-0.644860641;-0.685512521;-0.845951434;-0.997247917;0.221569926
electric_stove_share;-0.316364611;-0.192426894;-0.105881966;-0.040161899;-0.177281904;-0.175498145;-0.113235926;-0.0213618;0.165666016;0.334801424;-0.293946643;0.31193357;-0.295990019;-0.282125887;-0.189442008;-0.104939987;0.078810098;0.246561555;-0.422649188;-0.110299737;-0.127264921;-0.055129834;-0.154580212;-0.054036123;0.347688623;0.087914076;-0.089641258;0.625678233;-0.059376933;-0.231184352;-0.065694069;0.577142612;-0.019504854;-0.087205284;-0.055224003;0.615831235;-0.114006072;0.56297912;-0.001176406;-0.29060534;-0.284866822;-0.185313405;0.185313405;-0.224763573;-0.215147847;-0.448918756;0.885136051;0.536951042;-0.075928902;-0.804021646;-0.28437205;-0.294448041;-0.427263161;-0.566007132;0.103699571;-0.479781404;-0.671130276;0.594424177;0.594424177;0.619832868;-0.214791863;0.560617209;1;0.594424177;-0.594424177;-0.046153798;-0.964083418;-0.892126742;-0.041205073;0.315006501;0.152673513;0.065975619;0.040960313;-0.021812543;-0.03283135;-0.032720363;-0.712267749;-0.142999803;-0.910314513;-0.24555124;0.027903364;-0.586333969;0.295860976;-0.288717508;-0.137271656;-1;-1;-0.22162953;-0.688528674;-0.095550468;-0.521515214;0.26390031;0.176301555;-0.561736591;-0.513657461;-0.200823415
heating_share;-0.395170896;-0.821177513;0.582783742;-0.803210713;-0.821930596;-0.879624559;-0.384293132;-0.295423083;-0.430310142;-0.35950265;-0.369012314;0.503232917;-0.934975977;-0.495565795;-0.733951996;0.064127871;0.549108189;0.335331301;0.057368723;-0.832513372;-0.851017744;0.128538165;-0.465864066;-0.532742913;0.849525904;0.321543499;-0.834519768;0.959099695;-0.288084509;0.343533702;-0.831438195;0.827652838;-0.794491354;-0.844849268;-0.824794877;0.962235838;-0.853076519;0.373815329;-0.777559003;-0.937914066;-0.936297255;0.675676766;-0.675676766;-0.568893266;-0.640060927;0.434258481;0.427972204;0.720661027;-0.832460839;-0.461979278;-0.783608487;0.265389069;0.103085623;-0.99318575;0.581788971;-0.988860622;-0.989269871;1;1;0.997893707;0.61838494;0.998513807;0.594424177;1;-1;-0.726886782;-0.638864799;-0.883115619;0.673969387;-0.005163208;-0.542075101;-0.660604246;-0.644800004;-0.695714849;-0.311240565;-0.301046338;-0.895572149;-0.850156475;-0.403397634;-0.5799954;0.741876969;-0.381029392;0.720276488;0.576075097;0.700313534;-1;0;-0.91415219;-0.908273513;-0.438322321;-0.793710349;-0.603174835;-0.636004224;-0.817162673;-0.991938677;0.162239858
old_house_share;0.395170896;0.821177513;-0.582783742;0.803210713;0.821930596;0.879624559;0.384293132;0.295423083;0.430310142;0.35950265;0.369012314;-0.503232917;0.934975977;0.495565795;0.733951996;-0.064127871;-0.549108189;-0.335331301;-0.057368723;0.832513372;0.851017744;-0.128538165;0.465864066;0.532742913;-0.849525904;-0.321543499;0.834519768;-0.959099695;0.288084509;-0.343533702;0.831438195;-0.827652838;0.794491354;0.844849268;0.824794877;-0.962235838;0.853076519;-0.373815329;0.777559003;0.937914066;0.936297255;-0.675676766;0.675676766;0.568893266;0.640060927;-0.434258481;-0.427972204;-0.720661027;0.832460839;0.461979278;0.783608487;-0.265389069;-0.103085623;0.99318575;-0.581788971;0.988860622;0.989269871;-1;-1;-0.997893707;-0.61838494;-0.998513807;-0.594424177;-1;1;0.726886782;0.638864799;0.883115619;-0.673969387;0.005163208;0.542075101;0.660604246;0.644800004;0.695714849;0.311240565;0.301046338;0.895572149;0.850156475;0.403397634;0.5799954;-0.741876969;0.381029392;-0.720276488;-0.576075097;-0.700313534;1;0;0.91415219;0.908273513;0.438322321;0.793710349;0.603174835;0.636004224;0.817162673;0.991938677;-0.162239858
average_life_exp;-0.037305773;0.884837175;-0.683685992;0.822896224;0.891900724;0.904404751;0.211626532;0.372825594;0.534824408;0.57191715;-0.044728094;-0.47090612;0.911639163;0.689951395;0.848081734;0.219856975;-0.518715234;0.252480143;-0.433093914;0.875148985;0.881839665;-0.1667977;0.59484662;0.502080322;-0.79478156;-0.157083861;0.955451826;-0.374723167;0.353972068;-0.493206497;0.931113417;-0.52203213;0.8393146;0.943263698;0.949802937;-0.561772551;0.946693474;-0.031417746;0.937413977;0.898314711;0.896377519;-0.792169363;0.792169363;0.123706622;0.876915758;-0.641948751;0.282208619;-0.561147309;0.789113628;0.188318844;0.956899956;-0.81318492;-0.706150469;0.831447945;-0.874391832;0.811232647;0.718119088;-0.726886782;-0.726886782;-0.736749952;-0.931382433;-0.744237959;-0.046153798;-0.726886782;0.726886782;1;0.238468596;0.440726657;-0.521290059;0.313508505;0.681981454;0.752504004;0.536403015;0.84134602;0.305372239;0.243658392;0.911377987;0.839700704;-0.120442999;0.866851414;-0.723424702;-0.182459793;-0.278847622;-0.985707877;-0.949827989;-1;-1;0.902625657;0.907844771;0.830563436;0.977816743;0.932179326;0.987905437;0.749146063;0.775255241;-0.012372026
infant_mortarity_per_1000_cap;0.499426019;0.288904173;0.044052754;0.14001043;0.310740557;0.098956132;0.217457461;0.073669829;-0.170752173;-0.310957455;0.472042751;-0.275900952;0.398050996;0.51088107;0.333287686;0.092238872;-0.020514621;-0.149880229;0.435555252;0.223241534;0.230962934;0.041832647;0.105341406;0.113006645;-0.305015686;-0.262657862;0.22133776;-0.523566564;0.102057008;0.210417837;0.182126264;-0.4582144;0.129204884;0.200378023;0.17534547;-0.639873557;0.227429911;-0.597272417;0.114965266;0.377322586;0.370106494;0.124713253;-0.124713253;0.092120908;0.432662568;0.409421027;-0.73599717;-0.586699866;0.124588643;0.841433945;0.480235829;0.072609591;0.216577731;0.638811606;-0.340801867;0.549458277;0.730740635;-0.638864799;-0.638864799;-0.675667743;0.05783817;-0.608863635;-0.964083418;-0.638864799;0.638864799;0.238468596;1;0.90138302;0.081653471;-0.364254861;-0.193398833;-0.099986907;-0.075201999;0.029404779;0.015788627;0.009025443;0.885728768;0.212040279;0.957625158;0.470916361;-0.024074168;0.727922204;-0.18110098;0.359672559;0.221874479;1;-1;0.308833939;0.857407136;0.305834159;0.74026234;-0.348579128;-0.229067982;0.686110632;0.572614765;0.135609311
perinatal_mort_per_1000_cap;0.433009226;0.558807043;-0.202918469;0.458493781;0.565003379;0.490299698;0.29686628;0.206324779;0.141733717;0.007067827;0.407263212;-0.426073408;0.676761289;0.480107125;0.52971612;0.06703292;-0.325632692;-0.294352666;0.167451454;0.50971853;0.529951395;-0.041906594;0.312625206;0.322971736;-0.571511927;-0.288637461;0.510421582;-0.86607892;0.182682381;-0.132689902;0.489552453;-0.80432676;0.439689951;0.512887209;0.485168795;-0.900954588;0.544506251;-0.612450308;0.450931302;0.671429803;0.667031316;-0.262340619;0.262340619;0.37531779;0.456415556;0.027115414;-0.711655933;-0.771323399;0.47894326;0.770324229;0.612873601;-0.036434395;0.122876738;0.869991315;-0.406320515;0.811035743;0.927430271;-0.883115619;-0.883115619;-0.897977167;-0.211672694;-0.859379146;-0.892126742;-0.883115619;0.883115619;0.440726657;0.90138302;1;-0.312610987;-0.187439284;0.191067515;0.281203845;0.294374759;0.355830684;0.185589663;0.180738489;0.828750995;0.573459567;0.742840054;0.502355085;-0.44647731;0.500753814;-0.522564261;-0.050318999;-0.213692752;1;1;0.623729701;0.801306544;0.36476383;0.664066216;0.090529024;0.133312062;0.644028536;0.825152518;0.15527005
incidence_population;0.141931249;-0.663116198;0.780858647;-0.795079382;-0.6154693;-0.962706654;-0.165745216;-0.18565419;-0.678698571;-0.685912427;0.150265325;0.360404989;-0.753654759;0.084985281;-0.480192079;0.175200683;0.743673758;0.420619676;0.361822623;-0.77526862;-0.79831366;0.175215516;-0.455096189;-0.519287133;0.784762545;-0.07940596;-0.742976836;0.673828755;-0.256301589;0.435561104;-0.794746808;0.542360378;-0.805193106;-0.791072335;-0.779059259;0.58960284;-0.754809477;-0.23809651;-0.731659399;-0.79408629;-0.799761769;0.900216703;-0.900216703;-0.855747644;-0.29671981;0.870720121;0.077930469;0.221026521;-0.929685471;0.281640165;-0.374793598;0.104482411;0.022607188;-0.630519711;0.197010269;-0.717530467;-0.558957447;0.673969387;0.673969387;0.628676099;0.70466619;0.701745032;-0.041205073;0.673969387;-0.673969387;-0.521290059;0.081653471;-0.312610987;1;-0.310101265;-0.747473526;-0.843488813;-0.797280784;-0.747680978;-0.325779473;-0.324120945;-0.343793518;-0.770034837;0.248691841;-0.062081709;0.853624129;0.164775635;0.907545243;0.97077281;0.997752729;-1;-1;-0.81275554;-0.489796532;0.013589099;-0.333863875;-0.981142268;-0.955985203;-0.75723759;-0.723639254;0.395769666
rent_price_4+room_bus;-0.491173018;0.332777331;-0.434841113;0.506488074;0.491921779;0.496470201;-0.309307589;0.138470236;0.477552234;0.483842001;-0.48058444;-0.315017234;0.409856188;-0.396335717;0.113240356;0.217814793;-0.412743472;0.413176106;-0.348853663;0.458610919;0.467138409;-0.000339695;0.3608587;0.205783354;-0.313544983;0.320711544;0.193029963;-0.083337222;0.045345623;-0.329946734;0.432507578;-0.431955137;0.514755558;0.357118956;0.346231225;-0.494140328;0.383908836;0.331009937;0.39410094;0.334444678;0.343681546;-0.343771155;0.343771155;0.184816862;-0.145808827;-0.398852319;0.21770067;0.027992665;0.243715774;-0.303715068;0.098547112;-0.139331163;-0.16193781;0.294617964;0.121454618;0.04896319;-0.066029354;-0.005163208;-0.005163208;0.025618946;-0.257623834;-0.019639633;0.315006501;-0.005163208;0.005163208;0.313508505;-0.364254861;-0.187439284;-0.310101265;1;0.411765683;0.355297858;0.10227199;0.25011984;0.122996405;-0.022739422;-0.244573455;0.496264708;-0.125271449;-0.194281551;-0.524214387;-0.575411587;-0.20015814;-0.386025645;-0.363665571;-0.134349909;0.232505187;0.392689454;-0.226271448;0.201890913;-0.228537727;0.587383494;0.314391952;-0.159729787;0.032590351;0.343862085
rent_price_3room_bus;-0.551605114;0.658252621;-0.719756475;0.690299291;0.708566115;0.649353333;-0.197599645;0.206006443;0.597891933;0.586625385;-0.552064474;-0.379364807;0.7034632;-0.242987467;0.477067869;0.290613068;-0.696728181;0.199042972;-0.581505045;0.602050519;0.674522638;-0.210033494;0.587290069;0.209694296;-0.706297377;0.462310799;0.753273106;-0.506736116;0.204901974;-0.641257958;0.794330664;-0.698377188;0.696012208;0.732807214;0.717777627;-0.729837263;0.771944504;0.314974851;0.765709566;0.720270318;0.728166288;-0.813966836;0.813966836;0.534547032;0.169622929;-0.756069965;0.082625262;-0.37751026;0.753387572;-0.180991841;0.48671657;-0.343004568;-0.263710586;0.679630781;-0.114198639;0.612266186;0.453303552;-0.542075101;-0.542075101;-0.507229233;-0.687303178;-0.559778845;0.152673513;-0.542075101;0.542075101;0.681981454;-0.193398833;0.191067515;-0.747473526;0.411765683;1;0.658277545;0.334197393;0.665745701;0.237111915;0.188466513;0.552194686;0.848701215;-0.05525513;0.177100518;-0.846767911;-0.696975652;-0.622969015;-0.748818246;-0.771099774;0.447744084;-0.349005801;0.77360292;0.512983485;0.44694951;0.470232633;0.831678935;0.670641846;0.372177535;0.576030727;0.421994263
rent_price_2room_bus;-0.502526001;0.796017042;-0.656901955;0.64601306;0.674519982;0.675137408;-0.178380888;0.181871101;0.58183766;0.603098567;-0.507823925;-0.396301413;0.760792798;-0.207060315;0.676235488;0.213454273;-0.770829774;0.003594286;-0.590476616;0.59883787;0.705363216;-0.082145282;0.606173126;0.5448942;-0.685082525;0.328794597;0.844736212;-0.579434731;0.254250609;-0.492630763;0.853571099;-0.627597778;0.667426981;0.848019965;0.840224281;-0.584029234;0.855839079;0.331157489;0.840691529;0.82657392;0.829969189;-0.862163586;0.862163586;0.68636743;0.333124219;-0.783868276;-0.017856393;-0.301896974;0.86301184;-0.227877108;0.588002177;-0.228198786;-0.123384545;0.727994188;-0.223660699;0.733970405;0.567266775;-0.660604246;-0.660604246;-0.628132024;-0.761355919;-0.685253884;0.065975619;-0.660604246;0.660604246;0.752504004;-0.099986907;0.281203845;-0.843488813;0.355297858;0.658277545;1;0.691510448;0.846123575;0.380969531;0.28536568;0.76023835;0.822920329;-0.079846261;0.167772654;-0.818017129;-0.507971165;-0.740548384;-0.838405777;-0.862448474;0.63458078;-0.230359299;0.850340544;0.810231027;0.305681531;0.744846629;0.810821605;0.805270788;0.77138896;0.710277065;0.162994946
rent_price_1room_bus;0.038259956;0.514678068;-0.172553578;0.203442406;0.264349109;0.263098298;0.185644384;0.074847468;0.067934662;0.115047726;0.028112883;0.047882263;0.422924144;0.054362923;0.664110799;-0.042368239;-0.362177317;-0.36876197;-0.239601923;0.247865892;0.323822139;-0.109967465;0.085554037;0.517117074;-0.257022787;-0.171269503;0.805328825;-0.576591809;0.123868255;-0.50236303;0.551911968;-0.242330044;0.224423947;0.663102036;0.677194646;-0.042362878;0.64020676;0.041901924;0.665652735;0.601119956;0.595616036;-0.819006159;0.819006159;0.643566733;0.298521245;-0.736609839;-0.033309238;-0.338228956;0.818062265;-0.174097747;0.482650395;-0.228626353;-0.127114065;0.444350777;-0.32466399;0.71057331;0.559784798;-0.644800004;-0.644800004;-0.6144657;-0.711902999;-0.665515767;0.040960313;-0.644800004;0.644800004;0.536403015;-0.075201999;0.294374759;-0.797280784;0.10227199;0.334197393;0.691510448;1;0.655143697;0.374092921;0.423836745;0.696844829;0.44963772;-0.276910165;0.182411181;-0.461533106;-0.043092145;-0.706771272;-0.785057636;-0.81481409;0.616715654;-0.226386007;0.579812029;0.717082679;0.061731647;0.651413749;0.36983006;0.747461878;0.644301195;0.685722039;-0.221739225
